date,tavg,tmin,tmax,prcp,wspd,pres,tsun
04-12-24 0:00,28.2,25.1,32.5,4.6,12.2,1009.9,
05-12-24 0:00,28.3,25.7,31.6,4.2,10.7,1010.4,
06-12-24 0:00,28.3,25.5,32,18.9,12.6,1010.3,
07-12-24 0:00,28.4,25.3,32,4.5,11.1,1011.2,
08-12-24 0:00,27.6,24.4,31.3,5,9,1012.3,
09-12-24 0:00,26.8,25.2,29.4,13.7,6.6,1012.2,
10-12-24 0:00,26.7,24.9,32,,5.9,1011.8,
11-12-24 0:00,27,24,31,,6.7,1011.2,
12-12-24 0:00,26.7,24.9,31,,8.2,1010.9,
13-12-24 0:00,28.1,24.3,33.4,3,10.6,1010.1,
14-12-24 0:00,28.7,25.3,33.1,3.9,11.2,1009.4,
15-12-24 0:00,28.6,26,32,6.3,14.2,1010.4,
16-12-24 0:00,27.9,25,31,4.7,12.3,1011.8,
17-12-24 0:00,27.9,25,31,4.5,13,1011.9,
18-12-24 0:00,27.8,25,32,16.1,7.8,1012.4,
19-12-24 0:00,26.7,25,31,8.8,5.2,1012.4,
20-12-24 0:00,27.8,24,32,3.2,8.2,1012.1,
21-12-24 0:00,26.5,25,30,7.3,5,1012.8,
22-12-24 0:00,27.8,24,31.7,1.3,7.7,1011.7,
23-12-24 0:00,28.2,24,32.3,0.1,7,1010.7,
24-12-24 0:00,26.7,25,31,7.1,5.7,1011.4,
25-12-24 0:00,27.5,24.9,31,5.2,7.6,1011.9,
26-12-24 0:00,27.8,24.5,32.5,2,8.6,1012,
27-12-24 0:00,27.8,25,31.7,1.2,10.8,1012.4,
28-12-24 0:00,28.2,25,33.9,3,11,1012.2,
29-12-24 0:00,28.1,24.7,33,0.4,13.8,1011.4,
30-12-24 0:00,28.7,25.6,33,1.1,13.2,1011.1,
31-12-24 0:00,28.5,26,32.2,1.3,14.5,1010.9,
01-01-25 0:00,28.8,26,33,7.2,13.9,1010.3,
02-01-25 0:00,28.5,25.3,32.5,6.9,11.3,1011.1,
03-01-25 0:00,28.1,25,33.8,0.3,12.6,1011.6,
04-01-25 0:00,27.8,24,33,2.5,13,1011.6,
05-01-25 0:00,27.8,24.6,31.2,0.8,13.6,1011.1,
06-01-25 0:00,27.9,24.4,33,0.7,12.8,1011.5,
07-01-25 0:00,27.3,23.4,32.5,0.1,9.8,1011.4,
08-01-25 0:00,28.1,24.8,32.3,0.4,8.6,1010.4,
09-01-25 0:00,28.4,24,33,0.7,8.4,1010,
10-01-25 0:00,28.4,23.9,33,1.7,11.1,1011.1,
11-01-25 0:00,28.5,25.5,33,2.9,12,1011.1,
12-01-25 0:00,28.4,25.6,34.4,0.8,12.7,1009.5,
13-01-25 0:00,28.1,25,33,0.3,16.8,1008.3,
14-01-25 0:00,28.1,26,32.4,0.2,17.9,1009,
15-01-25 0:00,27.8,24,32.5,0.9,17.2,1010.9,
16-01-25 0:00,28.1,24.5,33,0,14.3,1011.6,
17-01-25 0:00,27.9,25,32,1,12.8,1011.1,
18-01-25 0:00,27.9,24.6,32.7,1.6,10.7,1009.6,
19-01-25 0:00,28.1,25,33.5,0.8,13.5,1009.1,
20-01-25 0:00,28.2,25.3,33.2,0.7,13.7,1009.3,
21-01-25 0:00,27.9,24,33.2,0.2,14.1,1010.1,
22-01-25 0:00,28,26,32,0.4,12.1,1011,
23-01-25 0:00,27.7,24,34.6,0,15.5,1009.8,
24-01-25 0:00,27.3,24.7,32,0.2,15.5,1009.3,
25-01-25 0:00,27.5,24.6,32,0,14.8,1009,
26-01-25 0:00,27.7,23.7,34.5,0.1,16.3,1009.2,
27-01-25 0:00,27.6,25,32.7,0.3,15.4,1009,
28-01-25 0:00,28.3,24,35.1,0.8,10.8,1008.9,
29-01-25 0:00,27.8,24,33.1,3.8,13.3,1009.6,
30-01-25 0:00,28.2,24.9,35,3.3,11.7,1010.4,
31-01-25 0:00,27.7,23.9,33,0,13.4,1009.2,
01-02-25 0:00,28,24.7,32,0.4,13.3,1009.6,
02-02-25 0:00,27.9,23.6,34.6,0,15.1,1008.8,
03-02-25 0:00,27.6,24.6,32,0.7,17,1008.9,
04-02-25 0:00,27.1,24.5,32.5,1.8,16.5,1010.4,
05-02-25 0:00,27.1,24,33,0,14.9,1009.5,
06-02-25 0:00,27.4,24.6,32,0.2,17.3,1008.7,
07-02-25 0:00,27.6,24.6,32.8,0,13.3,1010.3,
08-02-25 0:00,27.4,23,32.8,0,9.9,1010.6,
09-02-25 0:00,28.4,23.7,33.5,0,9.4,1009.8,
10-02-25 0:00,28.8,25.7,34,1.5,11.5,1008.4,
11-02-25 0:00,28.6,26,33,0,15.9,1009.4,
12-02-25 0:00,28.6,25.6,33.5,0.9,15.7,1010.6,
13-02-25 0:00,28.5,26,33,1.2,15.5,1011.1,
14-02-25 0:00,29,26,34,0.7,11.4,1010.7,
15-02-25 0:00,29.2,26,33.5,1.5,12.7,1010.4,
16-02-25 0:00,29,25.3,34.4,1.4,12.4,1009.1,
17-02-25 0:00,28.9,26,34,1.3,13.8,1009.8,
18-02-25 0:00,28.2,24.4,33.8,1.7,13.4,1010.2,
19-02-25 0:00,28.8,24.8,36,0.1,16,1009.4,
20-02-25 0:00,28.6,25,34,0,14.1,1008.9,
21-02-25 0:00,28.7,25,34,1.9,14.7,1009.8,
22-02-25 0:00,28.4,24.3,34,0,16.8,1010.7,
23-02-25 0:00,28.3,24.7,33.6,0,15.4,1011.5,
24-02-25 0:00,28.6,24.6,34,0,16.2,1011.4,
25-02-25 0:00,28.6,25,35,0.2,18.7,1010.6,
26-02-25 0:00,29.1,21,37,0.1,18.2,1011.1,
27-02-25 0:00,28.4,25.5,35.6,0,16.3,1011.9,
28-02-25 0:00,28.7,25,34.2,0,14,1010.4,
01-03-25 0:00,28.7,25,33.5,0,12.8,1009.7,
02-03-25 0:00,28.9,25,34,0.7,12.1,1010.2,
03-03-25 0:00,29.1,25,35,0.2,12.3,1009.8,
04-03-25 0:00,28.7,24.8,33.5,0.7,9.8,1010.1,
05-03-25 0:00,28.6,24,33,0,10.1,1010.6,
06-03-25 0:00,29.2,24.7,34.2,0.7,10.8,1010.5,
07-03-25 0:00,29.7,26,33.3,0.3,11.8,1009.8,
08-03-25 0:00,29.9,27,34,1.6,11.2,1007.8,
09-03-25 0:00,29.1,26,34,1.4,9,1007.2,
10-03-25 0:00,29,25.1,36.1,3.4,12.3,1008,
11-03-25 0:00,29.6,27,34,0.1,18.6,1008.4,
12-03-25 0:00,28.2,26.8,31.1,3.8,9.3,1009.4,
13-03-25 0:00,29.1,25.6,34.5,0.6,12.9,1009.2,
14-03-25 0:00,29.4,25.7,35,,13.8,1008.7,
15-03-25 0:00,29.4,27,33.1,,10.4,1010.2,
16-03-25 0:00,29.3,26,33,,12,1011,
17-03-25 0:00,29.3,25.7,35,,13.6,1011,
18-03-25 0:00,29.4,26,34,,14.5,1010.9,
19-03-25 0:00,28.6,25,33.4,0,10.9,1011.2,
20-03-25 0:00,29.5,26,34,,14.3,1012.4,
21-03-25 0:00,29.5,25.7,34,,15.2,1012.5,
22-03-25 0:00,29.9,26.7,34,0.1,12.7,1010.7,
23-03-25 0:00,29.7,26.5,33.9,0.7,12.3,1010.4,
24-03-25 0:00,30,26,34,2.3,12.6,1011.8,
25-03-25 0:00,30,26,34.6,1.7,12.8,1010.6,
26-03-25 0:00,27.2,23.8,32.9,36.1,9.6,1009.3,
27-03-25 0:00,28.4,25,33,9.1,8.1,1008.5,
28-03-25 0:00,27.8,25,30,19.6,8.7,1010.3,
29-03-25 0:00,27.6,25,30.9,0.8,10.3,1010.7,
30-03-25 0:00,28.6,25.6,31.9,11.1,11,1010.1,
31-03-25 0:00,29.6,26,33,1,14,1009.9,
01-04-25 0:00,29,26,32.3,2.7,14.9,1009.3,
02-04-25 0:00,28.8,25.7,33,5.3,15.4,1009.4,
03-04-25 0:00,27.9,26,31.3,3.8,13.7,1011,
04-04-25 0:00,26.6,25,30.2,15.9,11.5,1010.8,
05-04-25 0:00,27.6,25,31,8.3,12.3,1010.2,
06-04-25 0:00,27.4,24.6,31,18.2,8.6,1010.8,
07-04-25 0:00,28.4,25.6,32.2,7.1,10.7,1011.5,
08-04-25 0:00,28.7,25.6,33,5.3,13.3,1012.7,
09-04-25 0:00,28.9,25.5,32.6,1.9,13.6,1012.3,
10-04-25 0:00,29.2,25.7,33,5.7,12,1010.5,
11-04-25 0:00,29,26.2,33,3.3,11.4,1009.1,
12-04-25 0:00,29,26,33,4.9,13.4,1010,
13-04-25 0:00,28,24.1,32.4,5,13.1,1011.8,
14-04-25 0:00,28.5,26,33,0.9,15.5,1011.5,
15-04-25 0:00,28.3,24.7,32.2,3,14.5,1011.5,
16-04-25 0:00,27.7,25,31,6,13.4,1011.7,
17-04-25 0:00,28.2,25,32,,12.9,1011.1,
18-04-25 0:00,28.1,25.6,32,,11.6,1010.6,
19-04-25 0:00,28.3,25,33,,13.9,1010,
20-04-25 0:00,27.9,25,32,0,15.7,1009.9,
21-04-25 0:00,27.2,25,30.7,0,10.7,1010.5,
22-04-25 0:00,26.3,25,28.9,21.3,7.5,1011.2,
23-04-25 0:00,26,24.7,27.2,38.2,5.9,1011.8,
24-04-25 0:00,27.3,23.7,32,6.4,9.4,1011.3,
25-04-25 0:00,27.6,24.7,31.2,2.6,12.4,1011.3,
26-04-25 0:00,28,25,32,0.4,14.9,1010.7,
27-04-25 0:00,26.1,25,28,2.2,9.4,1010.9,
28-04-25 0:00,27.2,24.7,31,4.5,14.2,1009.4,
29-04-25 0:00,27.6,24.5,32,1.4,13.7,1009.5,
30-04-25 0:00,27.9,25.3,32,1.4,14.2,1010,
01-05-25 0:00,28,25,32,3.2,13.7,1010,
02-05-25 0:00,27.3,25.6,31,4.7,10.8,1010.2,
03-05-25 0:00,27.9,24.5,32,6.9,12.9,1010.3,
04-05-25 0:00,27.6,25.5,32,7.5,14.3,1010.6,
05-05-25 0:00,27.1,24.8,30.2,7.6,17.6,1012.2,
06-05-25 0:00,24.3,23,26,9.7,11.2,1013.5,
07-05-25 0:00,25.8,24,28,5.3,14.2,1012.6,
08-05-25 0:00,24.7,24,25.5,12.3,10.3,1012.2,
09-05-25 0:00,26.1,24.7,28.1,9,14.7,1012.4,
10-05-25 0:00,26.2,24,30,9.6,15.1,1013.4,
11-05-25 0:00,27.2,24,31,1.1,13.6,1013,
12-05-25 0:00,26.9,25,30,2,16.4,1013.2,
13-05-25 0:00,25.1,23.6,28,9.5,10.8,1013.8,
14-05-25 0:00,26.8,24,31,3.1,13,1013.5,
15-05-25 0:00,26.7,23.5,31,1.4,14.5,1013,
16-05-25 0:00,26.7,24.7,30.2,1.5,17.6,1012.7,
17-05-25 0:00,26.9,25,30.2,0.8,15.7,1012.2,
18-05-25 0:00,25,24,27,16.5,11,1011.6,
19-05-25 0:00,26.5,24,31,6.6,11.7,1011.3,
20-05-25 0:00,27.2,24,31.2,3.7,12.5,1011.1,
21-05-25 0:00,27.2,24,31.2,0.9,11.4,1012.3,
22-05-25 0:00,27.5,25,31,1.3,11.9,1013.4,
23-05-25 0:00,27.7,25,31.5,0.1,16.9,1013.6,
24-05-25 0:00,27.1,24.5,30.5,0,19.8,1013.3,
25-05-25 0:00,26.6,24,30.6,0,17.3,1014.5,
26-05-25 0:00,25.4,23.7,28.6,3.9,14.7,1015.6,
27-05-25 0:00,25.8,23.6,30,4,11.9,1016,
28-05-25 0:00,26,23.7,29.7,3,12.3,1016.8,
29-05-25 0:00,26.2,24,30,2.2,15.6,1016.9,
30-05-25 0:00,25.9,23,30,0.3,13.8,1016,
31-05-25 0:00,24.2,23,25.3,3.5,9.9,1016.3,
01-06-25 0:00,24.5,23,28,11.6,10.4,1016.8,
02-06-25 0:00,25.4,22,29,0.2,12.5,1015.5,
03-06-25 0:00,26.3,23,29.5,1.1,13.9,1014.7,
04-06-25 0:00,25.9,24,29.1,2.1,12.1,1014.7,
05-06-25 0:00,25.6,23,28,7.2,11.7,1015.9,
06-06-25 0:00,25.2,23,29,2.1,12.8,1016.9,
07-06-25 0:00,25.3,22,30,2,12.3,1016.3,
08-06-25 0:00,25.5,23.6,28,12.7,10.3,1015.7,
09-06-25 0:00,24.4,22.7,27,32.1,12.2,1015.8,
10-06-25 0:00,25.2,22.6,29.2,7.9,12,1014.9,
11-06-25 0:00,24.9,23,29,2.8,13.7,1014.4,
12-06-25 0:00,25.9,24,29.2,1.4,15.9,1014.4,
13-06-25 0:00,25.5,22.6,29,0.1,17.4,1015.6,
14-06-25 0:00,25.6,22,29,0.4,17.3,1016.5,
15-06-25 0:00,25.5,22,29.2,0.7,17,1016.7,
16-06-25 0:00,23.4,22,25,2.3,13.2,1016.6,
17-06-25 0:00,24.4,22,27.1,1.1,15,1016.6,
18-06-25 0:00,24.5,23.4,28,1.6,12.3,1016.2,
19-06-25 0:00,25,22.6,29,0.9,10.4,1016.2,
20-06-25 0:00,25.2,21.7,30,0,11.7,1015.8,
21-06-25 0:00,25.7,22,29.6,0,12.5,1015.4,
22-06-25 0:00,24.5,22,28,0.7,11.5,1015.4,
23-06-25 0:00,24.7,22.6,28,0.4,12.2,1015.6,
24-06-25 0:00,25,21.7,29.6,1.8,13.3,1015.2,
25-06-25 0:00,23.8,22,26,6.7,8.9,1015.4,
26-06-25 0:00,24.3,22,28,4.8,9.5,1015.3,
27-06-25 0:00,25.8,22,29.4,0.5,11.9,1014.8,
28-06-25 0:00,25.3,22.5,29,0.1,12.9,1015.7,
29-06-25 0:00,24.5,21.7,30,0.5,11.3,1015.7,
30-06-25 0:00,25.3,22,29,2.3,13.3,1015.6,
01-07-25 0:00,25.5,23,29.1,0.8,14.5,1016.4,
02-07-25 0:00,25.1,22.7,29,4.2,13.6,1016.8,
03-07-25 0:00,24.8,22,29,2.1,12.7,1016.4,
04-07-25 0:00,25.1,22,29.1,0.8,11.5,1016.3,
05-07-25 0:00,23.9,22.6,27,1.7,9.7,1016.3,
06-07-25 0:00,23.9,22,26.3,0.2,9.2,1016.3,
07-07-25 0:00,24.4,22.3,27.5,0,10.1,1016.9,
08-07-25 0:00,24.7,21.8,29,0,14.1,1017.6,
09-07-25 0:00,24.9,22.2,29,0,18.5,1017.5,
10-07-25 0:00,25.3,23,28.6,1.1,21.5,1016.7,
11-07-25 0:00,25.3,23,29,0.3,16,1016.3,
12-07-25 0:00,25,22.7,29,1.4,12.6,1016.5,
13-07-25 0:00,25.2,22,29,0.7,13,1017.7,
14-07-25 0:00,25.5,22.5,30,0,13.9,1017.6,
15-07-25 0:00,25.3,22,29.1,0,14.3,1016.5,
16-07-25 0:00,25.5,23,29.1,0.2,13,1015.8,
17-07-25 0:00,24.5,22.3,28.5,2.6,10.8,1016.9,
18-07-25 0:00,24.8,22.7,28.2,1.4,12.1,1018.1,
19-07-25 0:00,24.5,21.7,28,0.3,13.5,1017.4,
20-07-25 0:00,24.6,20.7,29,1.3,16.4,1015.6,
21-07-25 0:00,24,20.7,28,0.4,15.1,1015.1,
22-07-25 0:00,23.7,21,27.7,0.2,13.3,1016.5,
23-07-25 0:00,24.4,21.7,28,0.3,13.1,1016.8,
24-07-25 0:00,23.7,21,27.7,1.3,14,1016.5,
25-07-25 0:00,23.7,20.7,28.2,0.2,13.5,1016,
26-07-25 0:00,24,20.7,29,0.1,14.6,1016.5,
27-07-25 0:00,24.6,20.6,29,0,15.8,1017.5,
28-07-25 0:00,24.8,21.6,29,0.7,18.8,1018.4,
29-07-25 0:00,24,21,29.1,1.2,15.6,1018.7,
30-07-25 0:00,23.6,20.7,27,7.3,14.8,1019.4,
31-07-25 0:00,23.8,22,26,4.9,11.8,1018.7,
